CensusNo|Name|Address|Telephone|Province|District|Zone|Division
20114|NCP/PL/DIMBU/ARALA/KANDEGAMA K.V|KANDEGAMA,DAMMINNA||7.North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20115|NCP/PL/DIMBU/ARALA/ DAMMINNA M.V|DAMMINNA,ARALAGANVILA||7.North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20118|NCP/PL/DIMBU/DIMBU/BADANAGALA K.V|BADANAGALA,KALUKALE,POLONNARUWA.||7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20121|NCP/PL/DIMBU/DIMBU/PELATIYAWEWA K.V|PELATIYAWA,POLONNARUWA|0718368875|7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20128|NCP/PL/DIMBU/DIMBU/PAHALA YAKKURE K.V|PAHALAYAKKURE,NUWARAGALA||7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20129|NCP/PL/DIMBU/DIMBU/KASYAPA M.V|DIMBULAGALA,POLONNARUWA|0275686059|7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20130|NCP/PL/DIMBU/DIMU/ ELLEWEWA M.V|ELLEWEWA, POLONNARUWA|0275686060|7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20131|NCP/PL/DIMBU/WELI/ SEWANAPITIYA M.V|SEWANAPITIYA|0272050277|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20132|NCP/PL/DIMBU/WELI/NELUMWEWA M.V|NELUMWEWA,POLONNARUWA|0786652595|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20137|NCP/PL/DIMBU/ARAALA/MEAGAMA M.V|MEDAGAMA,DEWAGALA,POLONNARUWA       '|0272050570|7.North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20141|NCP/PL/DIMBU/DIMBU/BOGASWEWA M.V|BOGASWEWA,KASYAPAPURA|0275686320|7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20146|NCP/PL/DIMBU/WALI/NAWAGINIDAMANA M.V|GINIDAMANA,NELUMWEWA|0723673941|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20154|POLONNARUWA MUSLIM CENTRAL COLLEGE|KADURUWELA,POLONNARUWA|0272223015|7.North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20155|AL HILAL CENTRAL COLLEGE|THAMBALA,POLONNARUWA|0713994690|7.North Central|Polonnaruwa|Polonnaruwa|Lankapura
20156|AL AZHAR MAHA VIDYALAYA|GALLELLA,POLONNARUWA||7.North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20157|DIVULANA AL-AKSHA MUSLIM MAHA VIDYALAYA|DIULANA,KALINGAELA,POLONNARUWA||7.North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20159|SUNGAVILA MUSLIM MAHA VIDYALAYA|JJAYAPURA,SUNGAVILA,POLONNARUWA|0718261695|7.North Central|Polonnaruwa|Polonnaruwa|Lankapura
20160|NCP/PL/DIMBU/DIMBU/MANAMPITIYA M.V|MANAMPITIYA||7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20161|NCP/PL/DIMBU/WELI/MUTUGALA TAMIL K.V|MUTUGALA,POLONNARUWA|0752808690|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20164|ANNOOR MUSLIM P.S|PALLIYAGODELLA, MEDIRIGIRIYA|0779778081|7.North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20167|PL/NUGAGAHADAMANA MUSLIM K.V|GIRITHALE|0726301402|7.North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20171|NCP/PL/DIMBU/WELI/ HEWANPITIYA M.V|KARAPOLA, MUTHUGALA|0275686326|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20172|AL RIFAI MAHA VIDYALAYA|RIFAIPURA,THAMBALA,POLONNARUWA|0272053523|7.North Central|Polonnaruwa|Polonnaruwa|Lankapura
20173|NCP/PL/SENPURA AL AMEEN M.V|NAWASENPURA,POLONNARUWA|0726301321|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20176|BAKAMOONA MAHASEN M.V.|BAKAMOONA|0662256604|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20177|ATHTHANAKADAWALA M.V.|ATHTHANAKADAWALA|0273279858|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20178|ATHARAGALLEWA M.V.|MATHALE VIA ATHARAGALLEWA|0724726487|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20179|IRAHANDAKETUWEWA M.V.|DIYABEDUMA|0273900848|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20180|HEGALA M.V.|KOTTAPITIYA|0724725772|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20181|ELAHERA K.V.|ELAHERA|0662256166|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20184|KOOTTAPITIYA K.V.|KOOTTAPITIYA|0715234700|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20187|NIKAPITIYA P.S.|NIKAPITIYA,KOTTAPITIYA|0729269105|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20188|JAYASIRIPURA K.V.|JAYASIRIPURA|0723862208|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20189|RADAVIGEOYA K.V.|ATHTHANAKADAWALA|0724725995|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20190|SIYAMBALAWA K.V.|ORUBENDI SIYAMBALAWA|0718413416|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20192|GALMULLA K.V.|GALMULLA,BAKAMOONA|0718077568|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20196|SARUBIMA K.V.|SARUBIMA,JAYASIRIPURA|0712171650|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20198|KAHATAGAHAPITIYA K.V.|ATHTHANAKADAWALA|0275686337|7.North Central|Polonnaruwa|Hingurakgoda|Elahera
20203|NCP/PL/DIMBU/KALINGAWILA K.V|KALIGAWILA,WELIKANDA|0718190019|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20205|NCP/PL/DIBU/WELI/ ASELAPURA M.V|ASELAPURA,WELIKANDA||7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20207|NCP/PL/DIMBU/WALI/ SINHAPURA K.V|MAHAWELI,SINHAPURA.|0712802247|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
20219|NCP/PL/DIMBU/WELI/WELIKANDA M.V|WELIKANDA|0275686037|7.North Central|Polonnaruwa|Dimbulagala|Welikanda
21001|ANDAULPOTHA N.S|URANIYA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21002|EKIRIYANKUMBURA M.V|EKIRIYANKUMBURA,BIBLE||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21003|PETHIYAGODA M.V|HEWANWATHTHA,MAHIYANGANAYA|0555610212|8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21004|RIDEEMALIYADDA M.M.V|RIDEEMALIYADDA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21005|KURUVITHENNA M.V|KURUVITHENNA,MAHIYANGANA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21006|ARAWA M.V|ARAWA,BADULLA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21008|URANIYA K.V|URANIYA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21009|KANDEGAMA.M.V|KANDEGAMA,RIDEEMALIYADDA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21010|KUDALUNUKA K.V|KUDALUNUKA,YALWELA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21012|DEHIGAMA M.V|DEHIGAMA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21013|MAHAGAMA M.V|KURUVITHENNA,MAHIYANGANA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21014|MEDAOYA.K.V|DAMBAGOLLA,MAPAKADAWERWA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21015|YALWELA.M.V|YALWELA,MAHIYANGANAYA|0555610145|8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21017|MEDAYAYA K.V|MEDAYAYA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21018|DAMBAGOLA SRI SUMANA K.V|DAMBAGOLLA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21020|DIKYAYA K.V|ARAWA,BADULLA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21023|PINNAGOLLA.K.V|KURUVITHENNA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21024|GURUMADA K.V|DIYAKOBALA,BIBILA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21026|MAHIYANGANA NATIONAL SCHOOL|MAHIYANGANAYA|0552257086|8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21027|GEMUNUPURA M.V|MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21028|BANDARANAYAKA M.M.V|MAPAKADAWEWA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21029|TISSAPURA SECONDARY SCHOOL|UVA THISSAPURA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21030|HADDATHTHAWA M.V|SORABORA COLONY,MAHIYANGANAYA|0552258633|8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21031|ORUBENDIWEWA SECONDARI COLLEGE|ARAWATHTHA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21032|GIRANDURUKOTTE M.M.V|GIRANDURUKOTTE||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21033|ARAWATHTHA.K.V|ARAWATHTHA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21034|ABAYAPURA K.V.|ABAYAPURA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21035|ALUTHTHARAMA K.V|ALUTHTHARAMA,MAHIYANGANA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21036|KESELPOTHA YAYA12.K.V|KESELPOTHA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21037|KESELPOTHA YAYA 11 M.V|KESELPOTHA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21038|DAMBARAWA M.V|DAMBARAWA,MAHIYANGANA|0555676564|8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21039|DEHIGOLLA M.V|MAHIYANGANAYA|0552258495|8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21040|SORABORAWEWA M.V|SORABORA,MAHIYANGANA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21042|HEMBARAWA M.V|HEMBARAWA,MAHIYANGANA|0555610241|8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21043|DAMBANA K.V|DAMBANA,MAHIYANGANA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21044|KUKULAPOLA K.V|WEWATHTHA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21045|WEWATHTHA M.V|WEWATHTHA,MAHIYANGANA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21047|RATHKINDA M.V|PAHALA RATHKINDA,GIRANDURUKOTE||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21048|ALUYATAWELA M.V|ALUYATAWELA,HEMBARAWA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21049|DIULAPELESSA.M.V|DIULAPELESSA,MAHIYAMGANAYA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21050|MILLATHTHEWA M.V|MILLATHTHEWA,GIRANDURUKOTTE||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21052|GALPORUYAYA.K.V.|GALPORUYAYA,GIRADURUKOTTE||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21053|WATAWANA.K.V|SORABORAKOLANY,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21055|IKIRIYAGODA.K.V|IKIRIYAGODA,MAPAKADAWEWA||8.Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21057|ULHITIYA M.V|ULHITIYA,GIRANDURUKOTTE||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21060|BATHALAYAYA M.V|ALUTHTHARAMA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21061|ROTALAWELA.K.V|DIULAPALESSA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21063|BELAGANWEWA.K.V.|GIRADURUKOTTE||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21067|GINNORUWA K.V|GINNORUWA,HEMBARAWA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21068|KOVILYAYA K.V|KOVILYAYA,MAHIYANGANAYA||8.Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21071|B/KANDEGEDARA MADYA MAHA VIDYALAYA|KANDEGEDRA,HALE ELA|0552294248|8.Uva|Badulla|Hali Ela|Soranatota
21072|B/GALAUDA MAHA VIDYALAYA|GALAUDA HALI-ELA|0767039020|8.Uva|Badulla|Hali Ela|Kandeketiya
21073|B/GODUNNA MAHA VIDYALAYA|GODUNNA HALI-ELA|0779809032|8.Uva|Badulla|Hali Ela|Kandeketiya
21074|BD/VIYALUWA M.V.(BD/TENNAPANGUWA M.V)|TENNAPANGUWA,KANDEGEDARA|0729683676|8.Uva|Badulla|Hali Ela|Kandeketiya
21075|PITAMARUWA MAHA VIDYALAYA|PITAMARUWA, VIA PASSARA|0555651426|8.Uva|Badulla|Hali Ela|Meegahakivula
21076|B/SORANATHOTA MAHA VIDYALAYA|SORANATHOTA|0555673003|8.Uva|Badulla|Hali Ela|Soranatota
21077|B/EGODAWELA MAHA VIDYALAYA|EGODAWELA,BADULLA|0723329172|8.Uva|Badulla|Hali Ela|Soranatota
21080|B/KUTTIYAGOLLA MAHA VIDYALAYA|KUTTIYAGOLLA,BADULLA|0767833732|8.Uva|Badulla|Hali Ela|Soranatota
21081|B/KOSGOLLA MAHA VIDYALAYA|THIMBIRIGASPITIYA,KOSGOLLA,BADULLA|0718005590|8.Uva|Badulla|Hali Ela|Soranatota
21084|THALDENA NAWODYA MAHA VIDYALAYA|THALDENA|0553053890|8.Uva|Badulla|Hali Ela|Meegahakivula
21085|B/PUSSELLAKANDA M.V.|PATHANAWATHTHA,HALI-ELA|0723815125|8.Uva|Badulla|Hali Ela|Soranatota
21086|B/PUSSALAWA MAHA VIDYALAYA|THALDENA,BADULLA|0770395252|8.Uva|Badulla|Hali Ela|Soranatota
21087|B/BUDUGEKANDA MAHA VIDYALAYA|BUDUGEKANDA,THENNEPANGUWA|0771174340|8.Uva|Badulla|Hali Ela|Soranatota
21088|B/BERAMADA VIDYALAYA|BERAMADA,HALI-ELA|0728280445|8.Uva|Badulla|Hali Ela|Kandeketiya
21090|B/MEEGAHAWELA KANISHTA VIDYALAYA|MEEGAHAWELA,SORANATHOTA,BADUKLLA|0714359540|8.Uva|Badulla|Hali Ela|Soranatota
21092|B/WATHTHEKALE VIDYALAYA|EGODAWELA,BADULLA|0718862981|8.Uva|Badulla|Hali Ela|Soranatota
21094|B/HUMBAHAMADA MAHA VIDYALAYA|WKADA,KANDAGOLLA,BADULLA|0712913274|8.Uva|Badulla|Hali Ela|Soranatota
21101|BD/LABUGASTHALAWA VIDUHALA|GALAUDA,HALI-ELA|0776374765|8.Uva|Badulla|Hali Ela|Kandeketiya
21102|BD/VIYALUWA D.S SENANAYAKA NATIONAL SCHOOL|KANDAKETIYA,BADULLA|0552245624|8.Uva|Badulla|Hali Ela|Kandeketiya
21103|B/KANDAKEPU-ULPATHA MAHA VIDDYALAYA|BADULU-OYA|0770850373|8.Uva|Badulla|Hali Ela|Kandeketiya
21104|KALUGAHAKANDURA MAHA VIDYALAYA|KALUGAHAKANDURA, BADULLA|0771594180|8.Uva|Badulla|Hali Ela|Meegahakivula
21105|MEEGAHAKIWULA NATIONAL SCHOOL|MEEGAHAKIWULA|0552245785|8.Uva|Badulla|Hali Ela|Meegahakivula
21106|MORAHELA MAHA VIDYALAYA|KETAWATTA , BADULLA|0729303422|8.Uva|Badulla|Hali Ela|Meegahakivula
21107|KARADAGAHAMADA VIDYALAYA|ARAWA , BADULLA|0778427616|8.Uva|Badulla|Hali Ela|Meegahakivula
21109|B/KIVULEGEDARA MOHOTTALA MAHA VIDYALAYA|KIVULEGEDARA,KANDAKETIYA|0776512255|8.Uva|Badulla|Hali Ela|Kandeketiya
21110|POLGAHAARAWA VIDYALAYA|ARAWA, BADULLA|0789088072|8.Uva|Badulla|Hali Ela|Meegahakivula
21111|BALAGOLLA VIDYALAYA|BALAGOLLA , MEEGAHAKIULA|0777885863|8.Uva|Badulla|Hali Ela|Meegahakivula
21112|B/MAHAKELE MAHA VIDYALAYA|MAHAKALE,KANDAKATIYA,BADULLA|0718484816|8.Uva|Badulla|Hali Ela|Kandeketiya
21113|B/MALIYADDA MAHA VIDYALAYA|MALIYADDA,BADULLA|0770453771|8.Uva|Badulla|Hali Ela|Kandeketiya
21114|B/MUDAGAMUWA|MUDAGAMUWA,KANDAKATIYA|0728446254|8.Uva|Badulla|Hali Ela|Kandeketiya
21119|MAHAKANDURA VIDYALAYA|MEEGAHAKIULA|0773294131|8.Uva|Badulla|Hali Ela|Meegahakivula
21121|B/WELLEWELATHENNA VIDYALAYA|WELLEWELA THANNA,BADULLU OYA|0779361747|8.Uva|Badulla|Hali Ela|Kandeketiya
21122|B/WEWATHANNA VIDYALAYA|MALIYADDA,KANDAKATIYA|0724228223|8.Uva|Badulla|Hali Ela|Kandeketiya
21125|B/PASSARA M.M.V|PASSARA|0552288264|8.Uva|Badulla|Passara|Passara
21126|B/UDAGAMA WEST M.V|PALGAHATHANNA|0000000000|8.Uva|Badulla|Passara|Passara
21128|B/KAHATARUPPA M.V|KAHATARUPPA ,BADULLA|0553554422|8.Uva|Badulla|Passara|Passara
21129|B/BIBILEGAMA M.V|PASSARA|0555676705|8.Uva|Badulla|Passara|Passara
21130|MEDAWELAGAMA M.V|MEDAWELAGAMA,PASSARA|0000000000|8.Uva|Badulla|Passara|Passara
21131|B/MATIGAHATHANNA M.V|MATIGAHATHANNA|0000000000|8.Uva|Badulla|Passara|Passara
21132|B/LUNUGALA M.M.V|LUNUGALA|0552051067|8.Uva|Badulla|Passara|Passara
21133|B/ARAWAKUBURA V|LUNUGALA|0555652300|8.Uva|Badulla|Passara|Passara
21135|B/AKIRIYA V|ATAKIRIYA,PASSARA|0555658106|8.Uva|Badulla|Passara|Passara
21136|B/ILIPATHTHANNA V|KATARUPPA,BADULLA|0000000000|8.Uva|Badulla|Passara|Passara
21138|B/UDAGAMA WELGOLLA M.V|WALGOLLAGAMA,BADULLA|0712486652|8.Uva|Badulla|Passara|Passara
21143|B/GONAGALA V|GONAGALA,PASSARA|0553054519|8.Uva|Badulla|Passara|Passara
21144|B/JAYANTHI V|GAMEWELA,PASSARA|0000000000|8.Uva|Badulla|Passara|Passara
21146|B/THOLABOWATHTHA V|PASSARA||8.Uva|Badulla|Passara|Passara
21147|B/NAMUNUKULA V|NAMUNUKULA||8.Uva|Badulla|Passara|Passara
21150|B/PALLEKIRUWA V|LUNUGALA||8.Uva|Badulla|Passara|Passara
21152|B/GAMUNU.M.V|PASSARA|0552288263|8.Uva|Badulla|Passara|Passara
21153|B/PALGAHATHANNA M.V|PALGAHATHANNA||8.Uva|Badulla|Passara|Passara
21154|B/MADUGASTHALAWA V|PASSARA||8.Uva|Badulla|Passara|Passara
21156|B/MAUSSAGOLLA M.V|MAUSSAGOLLA||8.Uva|Badulla|Passara|Passara
21157|B/MILLABADDA V.|HOPTON,LUNUGALA||8.Uva|Badulla|Passara|Passara
21158|B/MEERIYABADDA V.|PASSARA||8.Uva|Badulla|Passara|Passara
21159|B/SRI DHAMMANANDA V.|YAPAMMA,HOPTON||8.Uva|Badulla|Passara|Passara
21160|B/JANATHAPURA V|LUNUGALA||8.Uva|Badulla|Passara|Passara
21162|B/WEWABADDA V|WEWABADDA||8.Uva|Badulla|Passara|Passara
21164|B/PUHULWATHTHA V|PUHULWATHTHA,MAUSSAGOLLA||8.Uva|Badulla|Passara|Passara
21166|B/MAHADOWA SINHALA V|MADOLSIMA1945||8.Uva|Badulla|Passara|Passara
21168|B/GALLULLA SINHALA V|MADOLSIMA||8.Uva|Badulla|Passara|Passara
21169|BD/UDAWELA CENTRAL COLLAGE|PASSARA ROAD,UDAWELA BADULLA|0552226499|8.Uva|Badulla|Badulla|Badulla
21170|B/UVA COLLEGE|BADULLA|0552222366|8.Uva|Badulla|Badulla|Badulla
21171|B/KENDGOLLA SECONDARY SCHOOL|KENDGOLLA,BADULLA|0552226348|8.Uva|Badulla|Badulla|Badulla
21172|B/DHARMADUTHA NATIONAL SCHOOL|B/DHARMADUTHA NATIONAL SCHOOL,BADULLA|0552222392|8.Uva|Badulla|Badulla|Badulla
21173|B/BADULLA CENTRAL COLLEGE|BADULLA|0552222385|8.Uva|Badulla|Badulla|Badulla
21174|BD/VISAKA GIRLS HIGH SCHOOL-|BADULLA|0552222152|8.Uva|Badulla|Badulla|Badulla
21175|BD/UDAYARAJA MAHA VIDYALAYA|PUWAKGODAMULLA  BADULL||8.Uva|Badulla|Badulla|Badulla
21176|BD/AMPITIYA MAHA VIDYALAYA|KENDAGOLLA, BADULLA||8.Uva|Badulla|Badulla|Badulla
21177|BD/RATHANAPALA VIDYALAYA|MADAPATHANA,BADULLA||8.Uva|Badulla|Badulla|Badulla
21178|BD/SIRIMALGODA MAHA VIDYALAYA|SIRIMALGODA, BADULLA|0552226570|8.Uva|Badulla|Badulla|Badulla
21180|BD/RAHULA MAHA VIDYALAYA|BADULLA|0552222096|8.Uva|Badulla|Badulla|Badulla
21182|B/MUTHUMALA VIDYALAYA|KAHATARUPPA BADULLA||8.Uva|Badulla|Badulla|Badulla
21183|BD/WIYADIGUNA MAHA VIDYALAYA|VINEETHAGAMA BADULLA|0552226515|8.Uva|Badulla|Badulla|Badulla
21185|B/VIHARAMAHADEVI BALIKA MAHA VIDYALAYA|MATIN SILVA MAWATHA BADULLA|0552222410|8.Uva|Badulla|Badulla|Badulla
21186|B/SUJATHA MAHA VIDYALAYA|LOWER KINGS STREET,BADULLA|0552222317|8.Uva|Badulla|Badulla|Badulla
21187|B/HAMBAWELA SRI SUMANGALA VIDYALAYA|HEGODA BADULLA|0552228790|8.Uva|Badulla|Badulla|Badulla
21188|B/SIRISUMANA MAHA VIDYALAYA|SPRINGVELLY RORD,BADULLA|0552222550|8.Uva|Badulla|Badulla|Badulla
21189|B/SRI DAMMANANDA M.V.|HINDAGODA BADULLA|0552229673|8.Uva|Badulla|Badulla|Badulla
21190|B/NELUMGAMA VIDYALAYA|NELUMGAMA.BADULLA||8.Uva|Badulla|Badulla|Badulla
21191|BD/ETTAMPITITA NATIONAL SCHOOL|ETTAMPITIYA|0552295238|8.Uva|Badulla|Badulla|Haliela
21192| B/HALIELA CENTRAL COLLEGE|HALIELA|0552294304|8.Uva|Badulla|Badulla|Haliela
21193|BD/BEDDEGAMA NAVODYA MAHA VIDYALAYA|SPRINGVALLY,BADULLA|0552228766|8.Uva|Badulla|Badulla|Haliela
21194|BD/MALITHTHA MADYA MAHA VIDYALAYA|MALITHTHA,PATTIYAGEDARA|0573587090|8.Uva|Badulla|Badulla|Haliela
21195|B/AMBEWELA MAHA VIDYALAYA|ETTAMPITIYA||8.Uva|Badulla|Badulla|Haliela
21197|B/UDUWARA MAHA VIDYALAYA|UDUWARA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21199|B/MORETHOTA MAHA VIDYALAYA|HALIELA||8.Uva|Badulla|Badulla|Haliela
21202|B/KANDANA SIRI SEEWALEE M M V|KANDANA SPRINVALLY|0552231190|8.Uva|Badulla|Badulla|Haliela
21203|B/KIRINDA VIDYALAYA|KIRINDA PATTIYAGEDARA||8.Uva|Badulla|Badulla|Haliela
21204|B/KURUKUDE SARIPUTHTHA MAHA VIDYALAYA|PATTIYAGEDARA||8.Uva|Badulla|Badulla|Haliela
21205|B/KOTTAGODA UDAGAMA VIDYALAYA|KOOTTAGODA,SPRINGVELLY||8.Uva|Badulla|Badulla|Haliela
21206|BD/GAWELA VIDYALAYA|GAWELA ATTAMPITIYA||8.Uva|Badulla|Badulla|Haliela
21207|BD/ATHTHALAGEDARA THAKSHILA MAHA VIDYALAYA|ATHTHALAGEDARA MALITHTHA|0719188666|8.Uva|Badulla|Badulla|Haliela
21208|B/DEEGALLA WIDYALAYA|UVA DEEGALLA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21209|B/DEHIWINNA MIHINDU VIDUHALA|DEHIWINNA ETTAMPITIYA||8.Uva|Badulla|Badulla|Haliela
21210|B/PALLEWELA WIDYALAYA|KEERIYAGOLLA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21211|B/BOGODA MAHA VIDYALAYA|JANGULLA,HALIELA|0552051456|8.Uva|Badulla|Badulla|Haliela
21212|B/BOGODA SRI SUMANGALA MAHA VIDYALAYA|LANDEWELA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21213|B/BOGODATHALAWA MAHA WIDUHALA|GALAUDA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21214|B/MAHAWATHTHEGAMA MAHA VIDYALAYA|BADULLA||8.Uva|Badulla|Badulla|Haliela
21215|B/MUGUNUMATHA MAHA VIDYALAYA|UDUWARA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21216|B/RILPOLA DARMARAJA MAHA VIDYALAYA|SILPOLAGAMA,BADULLA||8.Uva|Badulla|Badulla|Haliela
21217|B/RILPOLA MEDAGAMA MAHA VIDYALAYA|MEDAGAMA,RILPOLA,BADULLA|0552228833|8.Uva|Badulla|Badulla|Haliela
21221|B/WELIKEMULLA MAHA VIDYALAYA|WELIKEMULLA BADULLA||8.Uva|Badulla|Badulla|Haliela
21222|B/WEPASSAWELA SIRI NIWASA MAHA VIDYALAYA|PATTIYAGEDARA|0573583825|8.Uva|Badulla|Badulla|Haliela
21223|B/WELLAWELA PEMANANDA VIDYALAYA|WELLAWELA,ETTAMPITIYA||8.Uva|Badulla|Badulla|Haliela
21225|BD/HETHEKMA VIDYALAYA|HETHEKMA,HALIELA||8.Uva|Badulla|Badulla|Haliela
21226|BD/KOHOVILAKANDURA VIDYALAYA|KANDEGEDARA||8.Uva|Badulla|Badulla|Haliela
21231|B/DENCIL KOBBEKADUWA MAHA VIDYALAYA|HALI ELA|0552295053|8.Uva|Badulla|Badulla|Haliela
21233|BANDARAWELA M.M.V.|KINIGAMA, BANDARAWELA.|0572222218|8.Uva|Badulla|Bandarawela|Bandarawela
21234|VISHAKA BALIKA M.M.V.|BANDARAWELA|0572222443|8.Uva|Badulla|Bandarawela|Bandarawela
21235|NAULLA M.M.V|DEMODARA|0552294185|8.Uva|Badulla|Bandarawela|Ella
21236|ST.JOSEPH'S NATIONAL SCHOOL|BANDARAWELA|0572222322|8.Uva|Badulla|Bandarawela|Bandarawela
21237|ATHTHALAPITIYA M.V|ATHTHALAPITIYA,BANDARWELA|0573001810|8.Uva|Badulla|Bandarawela|Bandarawela
