CensusNo|Name|Address|Telephone|Province|District|Zone|Division
19471|NCP/AN/KK/PG/PUSDIULWEWA VIDUHALA|NAMALPURA GALENBINDUNUWEWA|0777525153|North Central|Anuradhapura|Kekirawa|Palugaswewa
19473|NCP/AN/KK/PG/MADAWALA VIDUHALA|NAMALPURA GALENBINDUNUWEWA||North Central|Anuradhapura|Kekirawa|Palugaswewa
19474|NCP/AN/KK/KK/MAHAELAGAMUWA VIDUHALA|KEKIRAWA||North Central|Anuradhapura|Kekirawa|Kekirawa
19481|NCP/AN/KK/KK/MORAGODA VIDUHALA|MORAGODA MEGODAWEWA||North Central|Anuradhapura|Kekirawa|Kekirawa
19487|ZAHIRA MAHA VIDYALAYA|ANURADHAPURA|0252235280|North Central|Anuradhapura|Anuradhapura|Nuwara Palatha - East
19488|VIVEKANANDHA TAMIL M.V|BANDARANAYAKE MAWATHA,ANURADHAPURA|0252221753|North Central|Anuradhapura|Anuradhapura|Nuwara Palatha - East
19489|NP/ANU/GB/MIHI/KANADARAKATUKELIYAWA MUSLIM V.|KATUKELIYAWA,IHALAGAMA,MIHINTALE|0725704024|North Central|Anuradhapura|Galenbindunuwewa|Mihintale
19491|NCP/AN/KK/IP/KATTIYAWA AZAD MUSLIM VIDYALAYA|TRACK 07 KATTIYAWA||North Central|Anuradhapura|Kekirawa|Ipalogama
19492|NCP/AN/KKIP/KALAWEWA MUSLIM CENTRAL COLLEGE|KALAWEWA VIJITHARURA|0252269666|North Central|Anuradhapura|Kekirawa|Ipalogama
19493|NCP/AN/KK/PL/NEGAMA MUSLIM MAHA VIDUHALA|NEGAMA-NEGAMPANA||North Central|Anuradhapura|Kekirawa|Palagala
19494|NCP/AN/KK/IP/ ALAHAPPERUMAGAMA VIDYALAYA|IPALOGAMA||North Central|Anuradhapura|Kekirawa|Ipalogama
19495|NCP/AN/KK/KK/UDANIDIGAMA ALMINA MAHA VIDUHALA|MADATUGAMA|0718077655|North Central|Anuradhapura|Kekirawa|Kekirawa
19497|NCP/AN/KK/KK/BAPTST MISSION TAMIL SCHOOL|THALAWA ROAD KEKIRAWA||North Central|Anuradhapura|Kekirawa|Kekirawa
19498|NCP/AN/KK/PL/NELLIYAGAMA MUSLIM VIDUHALA|NELLIYAGAMA-PALAGALA-50111|0718261160|North Central|Anuradhapura|Kekirawa|Palagala
19499|NCP/AN/KK/KK/KEKIRAWA MUSLIM MAHA VIDUHALA|KEKIRAWA|0252265400|North Central|Anuradhapura|Kekirawa|Kekirawa
19501|NCP/AN/KK/PL/BALALUWEWA MUSLIM MAHA VIDUHALA|BALALUWEWA-PALAGALA|0718413047|North Central|Anuradhapura|Kekirawa|Palagala
19502|NCP/AN/KK/KK/HORAOLA MUSLIM VIDUHALA|HORAPOLA KEKIRAWA||North Central|Anuradhapura|Kekirawa|Kekirawa
19503|NCP/AN/KK/KK/MADATUGAMA MUSLIM VIDUHALA|ANDIYAGALA ROAD MADATUGAMA|0255011679|North Central|Anuradhapura|Kekirawa|Kekirawa
19504|NCP/AN/KK/KK/IHALAPULIYANKULAMA MUSLIM VIDUHALA|MARADANKADAWALA||North Central|Anuradhapura|Kekirawa|Kekirawa
19505|NCP/AN/KK/IP/KALLANCHIYAGAMA ARAFA MUSLIM V.|KALANCHIYAGAMA KAGAMA||North Central|Anuradhapura|Kekirawa|Ipalogama
19506|NCP/AN/KK/KK/KOLLANKUTTIGAMA MUSLIM VIDUHALA|KOLLANKUTTIGAMA MARADANKADAWALA||North Central|Anuradhapura|Kekirawa|Kekirawa
19507|NCP/AN/KK/KK/GANEWALPOLA MUSLIM VIDUHALA|GANEWALPOLA|0712758403|North Central|Anuradhapura|Kekirawa|Kekirawa
19508|A/NACHCHADUWA MUSLIM MAHA VIDYALAYA|NEW TOWN,NACHCHADUWA,ANURADHAPURA|0772641006|North Central|Anuradhapura|Anuradhapura|Nachchaduwa
19509|NCP/ANU/KK/TH/BAMUNUGAMA MUSLIM MAHA VIDYALAYA|UTTUPITIYA MURIYAKADAWALA||North Central|Anuradhapura|Kekirawa|Thirappane
19510|NCP/AN/KK/KK/AL-AMEEN MUSLIM VIDUHALA|MARADANKADAWALA||North Central|Anuradhapura|Kekirawa|Kekirawa
19513|NCP/AN/KK/KK/JAYAH MUSLIM VIDUHALA|KADANDUGAMA PUBBOGAMA-50122|0713601390|North Central|Anuradhapura|Kekirawa|Kekirawa
19514|NCP/ANU/GB/KAHATAGASDIGILIYA MU.M.V|UPULDENIYA ROAD, KAHATAGASDIGILIYA|0728559990|North Central|Anuradhapura|Galenbindunuwewa|Kahatagasdigiliya
19516|NCP/ANU/GB/EITHALWETUNUWEWA MU. M. V|MAHAPOTHANA|0779029657|North Central|Anuradhapura|Galenbindunuwewa|Kahatagasdigiliya
19524|NCP/A/KB/HP/WEERACHCHOLAI MUSLIM V.|WEERACHCHOLAI, KAPUGOLLEWA|0254901701|North Central|Anuradhapura|Kebithigollewa|Horowpathana
19526|NCP/A/KB/HP/BADIUDEEN MAHMUD MAHA V.|HOROWPOTHANA|0252278512|North Central|Anuradhapura|Kebithigollewa|Horowpathana
19527|NCP/A/KB/HP/ANGUNOCHCHIYA MUSLIM VIDUHALA|IHALA AGUNOCHCHIYA,HOROWPOTHANA|0758560923|North Central|Anuradhapura|Kebithigollewa|Horowpathana
19528|NCP/ANU/GB/KAH/WELIGOLLAWA MU.V|WELLIGOLLAWA, MUKIRIYAWA|0778859877|North Central|Anuradhapura|Galenbindunuwewa|Kahatagasdigiliya
19530|NCP/ANU/GB/KAH/MUKIRIYAWA MU. V|MUKIRIYAWA, KAHATAGASDIGILIYA|0775648253|North Central|Anuradhapura|Galenbindunuwewa|Kahatagasdigiliya
19531|NCP/ANU/GB/KAH/THURUKKURAGAMA MU.V|THURUKKURAGAMA, KAHATAGASDIGILIYA|0767047760|North Central|Anuradhapura|Galenbindunuwewa|Kahatagasdigiliya
19534|A/IKIRIGOLLEWA MUSLIM MAHA VIDYALAYA|IKIROGOLLEWA,WAHAMALGOLLEWA||North Central|Anuradhapura|Anuradhapura|Rambewa
19535|THALGAHAWA MUSLIM VIDUHALA|THALGAHAWEWA, RAMBEWA, ANURADHAPURA||North Central|Anuradhapura|Anuradhapura|Rambewa
19536|NCP/A/KB/MW/AL MANAR MUSLIM VIDIYALAYA|MUSLIM HALMILLAWA POONEWA|0000000000|North Central|Anuradhapura|Kebithigollewa|Medawachchiya
19538|NCP/A/KB/MW/MEDAWACHCHIYA MUSLIM MAHA VIDDIYALAYA|MEDAWACHCHIYA|0252245050|North Central|Anuradhapura|Kebithigollewa|Medawachchiya
19541|MANARUL ULOOM MAHA VIDYALAYA|GAMBIRIGASWEWA ANURADHAPURA||North Central|Anuradhapura|Anuradhapura|Nuwara Palatha - Central
19546|A/NOCHCHIYAGAMA MUSLIM MAHA VIDAYALAYA|NOCHCHIYAGAMA||North Central|Anuradhapura|Anuradhapura|Nochchiyagama
19550|A/DEVANAMPIYATHISSA MAHA VIDUHALA|THISSAWAWA,ANURADHAPURA|0255026060|North Central|Anuradhapura|Anuradhapura|Nuwara Palatha - Central
19565|NCP/AN/KK/PL/KALUGALA VIDYALAYA|KALUGALA-BAMBARAGASWEWA-GALEWELA|0718346800|North Central|Anuradhapura|Kekirawa|Palagala
19578|MAHAKANDARAWA DHARMAPALA VIDYALAYA|TRACK 01 RAMBEWA|0716041770|North Central|Anuradhapura|Anuradhapura|Rambewa
19583|NCP/AN/KK/PL/HABARATHTHAWALA VIDUHALA|DAMBULUHALMILLAWEWA-KEKIRAWA|0776207195|North Central|Anuradhapura|Kekirawa|Palagala
19584|SALAMBAPURA MUSLIM VIDYALAYA|RATHMALGAHAWEWA ROAD,SALAMBAPURA,RAMBAWA|0718042908|North Central|Anuradhapura|Anuradhapura|Rambewa
19588|NCP/AN/KK/IP/RANAJAYAPURA MAHA VIDYALAYA|RANAJAYARURA  IPALOGAMA||North Central|Anuradhapura|Kekirawa|Ipalogama
20001|MINNERIYA N.S.|NEL ROAD,HINGURAKGODA|0272246573|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20002|ANANDA BALIKA N.C|HINGURAKGODA|0272246400|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20003|NAGALAKANDA M.V.|MINNERIYA|0272247300|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20004|GIRITHALEGAMA M.V.|GIRITHALE|0272246202|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20005|UNAGALAVEHERA M.V.|UNAGALAWEHERA HINGURAKGODA|0717854888|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20006|YODAELA M.V.|YODAELA HINGURAKGODA|0718157886|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20011|RAJARATA V.|HINGURAKGODA|0272247114|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20018|JAYANTHIPURA K.V.|JAYANTHIPURA|0275686053|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20019|NAGAPOKUNA V.|JAYANTHIPURA|0272052939|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20021|SINHALA ROTAWEWA K.V.|GALOTA JUNCTION ROTAWEWA|0777855374|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20023|ILUKWEWA K.V.|MAHASENGAMA SRIGIRIYA|0718073308|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20024|ALUTHOYA K.V.|SINHAGAMA HINGURAKGODA|0712150146|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20025|HATHARESKOTUWA K.V.|GALOYA JUNCTION|0711710559|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20027|MORAGASWEWA J.S.|MORAGASWEWA HABARANA|0662056797|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20031|GALAMUNA MAHA VIDYALAYA|GALAMUNA|0275714345|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20032|HINGURAKDAMANA MAHA VIDYALAYA|6TH MILE POST,HINGURAKDAMANA|0273273059|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20033|PL/KAUDULLA M.V.|KAUDULLA,HINGURAKGODA|0724294422|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20034|LANKAPURA MAHA VIDYALYA|BOP 316,LANKAPURA,THALPOTHA||North Central|Polonnaruwa|Polonnaruwa|Lankapura
20035|MEDIRIGIRIYA N.S|MEDIRIGIRIYA|0272248220|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20036|DIVULANKADAWALA C.C.|DIVULANKADAWALA|0272248077|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20037|VIJITHA CENTRAL COLLEGE|BOP 400,PULASTHIGAMA|0272242210|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20038|ABHAYAPURA MAHA VIDYALAYA|PULASTHIGAMA||North Central|Polonnaruwa|Polonnaruwa|Lankapura
20039|AMBAGASWEWA M.V.|MAHAAMBAGASWEWA,MEDIRIGIRIYA|0273280146|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20040|BISOBANDARA M.V|01 B YAYA, BISOBANDARA, MEDIRIGIRIYA.|0275685206|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20041|KEGALUGAMA KANISHTA VIDYALAYA|PULASTHIGAMA|0272242313|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20044|JAYANTHI KANISHTA VIDYALAYA|THALPOTHA||North Central|Polonnaruwa|Polonnaruwa|Lankapura
20045|KAUDULUWEWA MAHINDA M.V.|PIYAWARA II,NEW TOWN,MEDIRIGIRIYA|0272056363|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20046|VIJAYAPURA M.V|VIJAYAPURA,DIYASENPURA|0779344644|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20047|MAURAPADA K.V.|YAYA08,MAHATHALAKOLAWEWA,MEDIRIGIRIYA|0725741425|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20050|KIRIMETIYA KANISHTA VIDYALAYA|GALAMUNA||North Central|Polonnaruwa|Polonnaruwa|Lankapura
20052|MANDALAGIRIYA M.V|MEDIRIGIRIYA|0273270866|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20053|MEEGASWEWA K.V.|MEEGASWEWA, MEDIRIGIRIYA|0772380406|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20055|SRI RAHULA K.V|TRAK 09, AMBAGASWEWA,MEDIRIGIRIYA|0770432600|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20058|RATHANASARA KANISHTA VIDYALAYA|BOP316,THALPOTHA||North Central|Polonnaruwa|Polonnaruwa|Lankapura
20062|WEERAPURA PRIMERY SCHOOL|WEERAPURA,THAMBALA,POLONNARUWA|0275685054|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20063|KOHOMBADAMANA K.V|KOHOMBADAMANA, DIYASENPURA|0718229097|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20069|ROYAL CENTRAL COLLEGE|NEW TOWN,POLONNARUWA|0272222039|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20070|ALUTHWEWA MAHA VIDYALAYA|ALUTHWEWA|0272226538|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20071|KADURUWELA NAGARA MAHA VIDYALAYA|KADURUWELA,POLONNARUWA|0272225055|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20072|PALUGASDAMANA MAHA VIDYALAYA|PALUGASDAMANA,POLONNARUWA|0272224777|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20073|THOPAWEWA MAHA VIDYALAYA|POLONNARUWA|0272223148|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20074|SHANTHI MAHA VIDYALAYA|SHANTHIPURA,UNAGALAWEHERA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20075|SEWAMUKTHA KANDAURA MAHA VIDYALAYA|PALUGASDAMANA,POLONNARUWA|0272222128|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20076|VIJAYARAJA MAHA VIDYALAYA|KALINGA ELA,POLONNARUWA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20077|PARAKRAMASAMUDRAYA KANISHTA VIDYALAYA|PARAKRAMA SAMUDRAYA,POLONNARUWA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20081|KADAWALAWEWA MAHA VIDYALAYA|JAYANTHIPURA,POLONNARUWA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20085|BENDIWEWA MAHA VIDYALAYA|BENDIWEWA,JAYANTHIPURA|0272227190|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20086|LAKSHAUYANA KANISHTA VIDYALAYA|LAKSHAUYANA,POLONNARUWA|0272054545|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20091|SINGHAPURA JUNIOR SCHOOL|ONEGAMA,POLONNARUWA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20092|SEEWALI MODEL JUNIOR SCHOOL|4TH CANEL,POLONNARUWA|0272056372|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20102|NCP/PL/DIMBU/DIMBU/MANAMPITIYA SINHALA M.V|MANAMPITI'A||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20103|NCP/PL/DIMBU/ARALA/VILAYAYA C.C|ARALAGANVILA|0272257213|North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20104|NCP/PL/DIMBU/ARALA/ ALAWAKUMBURA M.V|PIMBURATHTHEWA||North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20105|NCP/PL/DIMBU/DIMBU/VIJAYAPARAKKRAMA K.V|KALUKELAWA||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20106|NCP/PL/DIBMU/KADAWTHMADUWA DHARMAPALA K.V.|MENIKDENIYA,WELIKANDA|0774880980|North Central|Polonnaruwa|Dimbulagala|Welikanda
20110|NCP/PL/DIMBU/DIMBU/MAGULDAMANA|MAGULDAMANA,PELATIYAWA|0273279796|North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20111|NCP/PL/DIMBU/ARALA/MADURUOYA M.V|ARUNAPURA, NADURUOYA|0725713793|North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20112|NCP/PL/DIMBU/ARALA/ LEELARATHNA VIJESINGHA M.V|HANSAYAPALAMA,ARALAGANVILA|0272050460|North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20114|NCP/PL/DIMBU/ARALA/KANDEGAMA K.V|KANDEGAMA,DAMMINNA||North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20115|NCP/PL/DIMBU/ARALA/ DAMMINNA M.V|DAMMINNA,ARALAGANVILA||North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20118|NCP/PL/DIMBU/DIMBU/BADANAGALA K.V|BADANAGALA,KALUKALE,POLONNARUWA.||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20121|NCP/PL/DIMBU/DIMBU/PELATIYAWEWA K.V|PELATIYAWA,POLONNARUWA|0718368875|North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20128|NCP/PL/DIMBU/DIMBU/PAHALA YAKKURE K.V|PAHALAYAKKURE,NUWARAGALA||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20129|NCP/PL/DIMBU/DIMBU/KASYAPA M.V|DIMBULAGALA,POLONNARUWA|0275686059|North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20130|NCP/PL/DIMBU/DIMU/ ELLEWEWA M.V|ELLEWEWA, POLONNARUWA|0275686060|North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20131|NCP/PL/DIMBU/WELI/ SEWANAPITIYA M.V|SEWANAPITIYA|0272050277|North Central|Polonnaruwa|Dimbulagala|Welikanda
20132|NCP/PL/DIMBU/WELI/NELUMWEWA M.V|NELUMWEWA,POLONNARUWA|0786652595|North Central|Polonnaruwa|Dimbulagala|Welikanda
20137|NCP/PL/DIMBU/ARAALA/MEAGAMA M.V|MEDAGAMA,DEWAGALA,POLONNARUWA       '|0272050570|North Central|Polonnaruwa|Dimbulagala|Aralaganwila
20141|NCP/PL/DIMBU/DIMBU/BOGASWEWA M.V|BOGASWEWA,KASYAPAPURA|0275686320|North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20146|NCP/PL/DIMBU/WALI/NAWAGINIDAMANA M.V|GINIDAMANA,NELUMWEWA|0723673941|North Central|Polonnaruwa|Dimbulagala|Welikanda
20154|POLONNARUWA MUSLIM CENTRAL COLLEGE|KADURUWELA,POLONNARUWA|0272223015|North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20155|AL HILAL CENTRAL COLLEGE|THAMBALA,POLONNARUWA|0713994690|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20156|AL AZHAR MAHA VIDYALAYA|GALLELLA,POLONNARUWA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20157|DIVULANA AL-AKSHA MUSLIM MAHA VIDYALAYA|DIULANA,KALINGAELA,POLONNARUWA||North Central|Polonnaruwa|Polonnaruwa|Tamankaduwa
20159|SUNGAVILA MUSLIM MAHA VIDYALAYA|JJAYAPURA,SUNGAVILA,POLONNARUWA|0718261695|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20160|NCP/PL/DIMBU/DIMBU/MANAMPITIYA M.V|MANAMPITIYA||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
20161|NCP/PL/DIMBU/WELI/MUTUGALA TAMIL K.V|MUTUGALA,POLONNARUWA|0752808690|North Central|Polonnaruwa|Dimbulagala|Welikanda
20164|ANNOOR MUSLIM P.S|PALLIYAGODELLA, MEDIRIGIRIYA|0779778081|North Central|Polonnaruwa|Hingurakgoda|Medirigiriya
20167|PL/NUGAGAHADAMANA MUSLIM K.V|GIRITHALE|0726301402|North Central|Polonnaruwa|Hingurakgoda|Hingurakgoda
20171|NCP/PL/DIMBU/WELI/ HEWANPITIYA M.V|KARAPOLA, MUTHUGALA|0275686326|North Central|Polonnaruwa|Dimbulagala|Welikanda
20172|AL RIFAI MAHA VIDYALAYA|RIFAIPURA,THAMBALA,POLONNARUWA|0272053523|North Central|Polonnaruwa|Polonnaruwa|Lankapura
20173|NCP/PL/SENPURA AL AMEEN M.V|NAWASENPURA,POLONNARUWA|0726301321|North Central|Polonnaruwa|Dimbulagala|Welikanda
20176|BAKAMOONA MAHASEN M.V.|BAKAMOONA|0662256604|North Central|Polonnaruwa|Hingurakgoda|Elahera
20177|ATHTHANAKADAWALA M.V.|ATHTHANAKADAWALA|0273279858|North Central|Polonnaruwa|Hingurakgoda|Elahera
20178|ATHARAGALLEWA M.V.|MATHALE VIA ATHARAGALLEWA|0724726487|North Central|Polonnaruwa|Hingurakgoda|Elahera
20179|IRAHANDAKETUWEWA M.V.|DIYABEDUMA|0273900848|North Central|Polonnaruwa|Hingurakgoda|Elahera
20180|HEGALA M.V.|KOTTAPITIYA|0724725772|North Central|Polonnaruwa|Hingurakgoda|Elahera
20181|ELAHERA K.V.|ELAHERA|0662256166|North Central|Polonnaruwa|Hingurakgoda|Elahera
20184|KOOTTAPITIYA K.V.|KOOTTAPITIYA|0715234700|North Central|Polonnaruwa|Hingurakgoda|Elahera
20187|NIKAPITIYA P.S.|NIKAPITIYA,KOTTAPITIYA|0729269105|North Central|Polonnaruwa|Hingurakgoda|Elahera
20188|JAYASIRIPURA K.V.|JAYASIRIPURA|0723862208|North Central|Polonnaruwa|Hingurakgoda|Elahera
20189|RADAVIGEOYA K.V.|ATHTHANAKADAWALA|0724725995|North Central|Polonnaruwa|Hingurakgoda|Elahera
20190|SIYAMBALAWA K.V.|ORUBENDI SIYAMBALAWA|0718413416|North Central|Polonnaruwa|Hingurakgoda|Elahera
20192|GALMULLA K.V.|GALMULLA,BAKAMOONA|0718077568|North Central|Polonnaruwa|Hingurakgoda|Elahera
20196|SARUBIMA K.V.|SARUBIMA,JAYASIRIPURA|0712171650|North Central|Polonnaruwa|Hingurakgoda|Elahera
20198|KAHATAGAHAPITIYA K.V.|ATHTHANAKADAWALA|0275686337|North Central|Polonnaruwa|Hingurakgoda|Elahera
20203|NCP/PL/DIMBU/KALINGAWILA K.V|KALIGAWILA,WELIKANDA|0718190019|North Central|Polonnaruwa|Dimbulagala|Welikanda
20205|NCP/PL/DIBU/WELI/ ASELAPURA M.V|ASELAPURA,WELIKANDA||North Central|Polonnaruwa|Dimbulagala|Welikanda
20207|NCP/PL/DIMBU/WALI/ SINHAPURA K.V|MAHAWELI,SINHAPURA.|0712802247|North Central|Polonnaruwa|Dimbulagala|Welikanda
20219|NCP/PL/DIMBU/WELI/WELIKANDA M.V|WELIKANDA|0275686037|North Central|Polonnaruwa|Dimbulagala|Welikanda
21001|ANDAULPOTHA N.S|URANIYA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21002|EKIRIYANKUMBURA M.V|EKIRIYANKUMBURA,BIBLE||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21003|PETHIYAGODA M.V|HEWANWATHTHA,MAHIYANGANAYA|0555610212|Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21004|RIDEEMALIYADDA M.M.V|RIDEEMALIYADDA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21005|KURUVITHENNA M.V|KURUVITHENNA,MAHIYANGANA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21006|ARAWA M.V|ARAWA,BADULLA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21008|URANIYA K.V|URANIYA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21009|KANDEGAMA.M.V|KANDEGAMA,RIDEEMALIYADDA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21010|KUDALUNUKA K.V|KUDALUNUKA,YALWELA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21012|DEHIGAMA M.V|DEHIGAMA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21013|MAHAGAMA M.V|KURUVITHENNA,MAHIYANGANA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21014|MEDAOYA.K.V|DAMBAGOLLA,MAPAKADAWERWA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21015|YALWELA.M.V|YALWELA,MAHIYANGANAYA|0555610145|Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21017|MEDAYAYA K.V|MEDAYAYA,MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21018|DAMBAGOLA SRI SUMANA K.V|DAMBAGOLLA,MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21020|DIKYAYA K.V|ARAWA,BADULLA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21023|PINNAGOLLA.K.V|KURUVITHENNA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21024|GURUMADA K.V|DIYAKOBALA,BIBILA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21026|MAHIYANGANA NATIONAL SCHOOL|MAHIYANGANAYA|0552257086|Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21027|GEMUNUPURA M.V|MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21028|BANDARANAYAKA M.M.V|MAPAKADAWEWA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21029|TISSAPURA SECONDARY SCHOOL|UVA THISSAPURA,MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21030|HADDATHTHAWA M.V|SORABORA COLONY,MAHIYANGANAYA|0552258633|Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21031|ORUBENDIWEWA SECONDARI COLLEGE|ARAWATHTHA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21032|GIRANDURUKOTTE M.M.V|GIRANDURUKOTTE||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21033|ARAWATHTHA.K.V|ARAWATHTHA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21034|ABAYAPURA K.V.|ABAYAPURA,MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21035|ALUTHTHARAMA K.V|ALUTHTHARAMA,MAHIYANGANA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21036|KESELPOTHA YAYA12.K.V|KESELPOTHA,MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21037|KESELPOTHA YAYA 11 M.V|KESELPOTHA,MAPAKADAWEWA||Uva|Badulla|Mahiyanganaya|Ridimaliyedda
21038|DAMBARAWA M.V|DAMBARAWA,MAHIYANGANA|0555676564|Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21039|DEHIGOLLA M.V|MAHIYANGANAYA|0552258495|Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21040|SORABORAWEWA M.V|SORABORA,MAHIYANGANA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21042|HEMBARAWA M.V|HEMBARAWA,MAHIYANGANA|0555610241|Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21043|DAMBANA K.V|DAMBANA,MAHIYANGANA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21044|KUKULAPOLA K.V|WEWATHTHA,MAHIYANGANAYA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
21045|WEWATHTHA M.V|WEWATHTHA,MAHIYANGANA||Uva|Badulla|Mahiyanganaya|Mahiyanganaya
